"","word_num_this_length","word_length","word_position","rep","word_num","p_correct_theory","prev_cor","prev_err","correct"
"73",19,4,1,1,73,0.5,0,0,1
"74",19,4,2,1,74,0.55,1,0,1
"75",19,4,3,1,75,0.6,2,0,0
"76",19,4,4,1,76,0.6,2,1,0
"77",20,4,1,1,77,0.5,0,0,0
"78",20,4,2,1,78,0.5,0,1,0
"79",20,4,3,1,79,0.5,0,2,1
"80",20,4,4,1,80,0.55,1,2,0
"81",21,4,1,1,81,0.5,0,0,1
"82",21,4,2,1,82,0.55,1,0,1
"83",21,4,3,1,83,0.6,2,0,0
"84",21,4,4,1,84,0.6,2,1,1
"85",22,4,1,1,85,0.5,0,0,1
"86",22,4,2,1,86,0.55,1,0,0
"87",22,4,3,1,87,0.55,1,1,1
"88",22,4,4,1,88,0.6,2,1,1
"89",23,4,1,1,89,0.5,0,0,1
"90",23,4,2,1,90,0.55,1,0,1
"91",23,4,3,1,91,0.6,2,0,1
"92",23,4,4,1,92,0.65,3,0,1
"93",24,4,1,1,93,0.5,0,0,1
"94",24,4,2,1,94,0.55,1,0,1
"95",24,4,3,1,95,0.6,2,0,1
"96",24,4,4,1,96,0.65,3,0,1
"97",25,4,1,1,97,0.5,0,0,1
"98",25,4,2,1,98,0.55,1,0,0
"99",25,4,3,1,99,0.55,1,1,1
"100",25,4,4,1,100,0.6,2,1,0
"101",26,4,1,1,101,0.5,0,0,0
"102",26,4,2,1,102,0.5,0,1,1
"103",26,4,3,1,103,0.55,1,1,1
"104",26,4,4,1,104,0.6,2,1,0
"105",27,4,1,1,105,0.5,0,0,0
"106",27,4,2,1,106,0.5,0,1,1
"107",27,4,3,1,107,0.55,1,1,1
"108",27,4,4,1,108,0.6,2,1,1
"109",28,4,1,1,109,0.5,0,0,0
"110",28,4,2,1,110,0.5,0,1,1
"111",28,4,3,1,111,0.55,1,1,1
"112",28,4,4,1,112,0.6,2,1,1
"113",29,4,1,1,113,0.5,0,0,0
"114",29,4,2,1,114,0.5,0,1,1
"115",29,4,3,1,115,0.55,1,1,1
"116",29,4,4,1,116,0.6,2,1,1
"117",30,4,1,1,117,0.5,0,0,0
"118",30,4,2,1,118,0.5,0,1,0
"119",30,4,3,1,119,0.5,0,2,0
"120",30,4,4,1,120,0.5,0,3,1
"121",31,4,1,1,121,0.5,0,0,0
"122",31,4,2,1,122,0.5,0,1,1
"123",31,4,3,1,123,0.55,1,1,1
"124",31,4,4,1,124,0.6,2,1,1
"125",32,4,1,1,125,0.5,0,0,0
"126",32,4,2,1,126,0.5,0,1,0
"127",32,4,3,1,127,0.5,0,2,0
"128",32,4,4,1,128,0.5,0,3,0
"129",33,4,1,1,129,0.5,0,0,1
"130",33,4,2,1,130,0.55,1,0,0
"131",33,4,3,1,131,0.55,1,1,0
"132",33,4,4,1,132,0.55,1,2,1
"133",34,4,1,1,133,0.5,0,0,1
"134",34,4,2,1,134,0.55,1,0,0
"135",34,4,3,1,135,0.55,1,1,1
"136",34,4,4,1,136,0.6,2,1,1
"137",35,4,1,1,137,0.5,0,0,0
"138",35,4,2,1,138,0.5,0,1,1
"139",35,4,3,1,139,0.55,1,1,1
"140",35,4,4,1,140,0.6,2,1,0
"141",36,4,1,1,141,0.5,0,0,0
"142",36,4,2,1,142,0.5,0,1,1
"143",36,4,3,1,143,0.55,1,1,0
"144",36,4,4,1,144,0.55,1,2,1
"145",37,4,1,1,145,0.5,0,0,1
"146",37,4,2,1,146,0.55,1,0,1
"147",37,4,3,1,147,0.6,2,0,1
"148",37,4,4,1,148,0.65,3,0,1
"149",38,4,1,1,149,0.5,0,0,1
"150",38,4,2,1,150,0.55,1,0,0
"151",38,4,3,1,151,0.55,1,1,1
"152",38,4,4,1,152,0.6,2,1,0
"153",39,4,1,1,153,0.5,0,0,0
"154",39,4,2,1,154,0.5,0,1,1
"155",39,4,3,1,155,0.55,1,1,0
"156",39,4,4,1,156,0.55,1,2,1
"157",40,4,1,1,157,0.5,0,0,0
"158",40,4,2,1,158,0.5,0,1,0
"159",40,4,3,1,159,0.5,0,2,1
"160",40,4,4,1,160,0.55,1,2,1
"161",41,4,1,1,161,0.5,0,0,0
"162",41,4,2,1,162,0.5,0,1,0
"163",41,4,3,1,163,0.5,0,2,1
"164",41,4,4,1,164,0.55,1,2,1
"165",42,4,1,1,165,0.5,0,0,1
"166",42,4,2,1,166,0.55,1,0,1
"167",42,4,3,1,167,0.6,2,0,0
"168",42,4,4,1,168,0.6,2,1,1
"169",43,4,1,1,169,0.5,0,0,1
"170",43,4,2,1,170,0.55,1,0,1
"171",43,4,3,1,171,0.6,2,0,0
"172",43,4,4,1,172,0.6,2,1,1
"173",44,4,1,1,173,0.5,0,0,0
"174",44,4,2,1,174,0.5,0,1,1
"175",44,4,3,1,175,0.55,1,1,0
"176",44,4,4,1,176,0.55,1,2,1
"177",45,4,1,1,177,0.5,0,0,0
"178",45,4,2,1,178,0.5,0,1,0
"179",45,4,3,1,179,0.5,0,2,1
"180",45,4,4,1,180,0.55,1,2,1
"181",46,4,1,1,181,0.5,0,0,1
"182",46,4,2,1,182,0.55,1,0,0
"183",46,4,3,1,183,0.55,1,1,1
"184",46,4,4,1,184,0.6,2,1,0
"185",47,4,1,1,185,0.5,0,0,1
"186",47,4,2,1,186,0.55,1,0,1
"187",47,4,3,1,187,0.6,2,0,1
"188",47,4,4,1,188,0.65,3,0,1
"189",48,4,1,1,189,0.5,0,0,0
"190",48,4,2,1,190,0.5,0,1,1
"191",48,4,3,1,191,0.55,1,1,0
"192",48,4,4,1,192,0.55,1,2,1
"193",49,4,1,1,193,0.5,0,0,1
"194",49,4,2,1,194,0.55,1,0,1
"195",49,4,3,1,195,0.6,2,0,1
"196",49,4,4,1,196,0.65,3,0,1
"197",50,4,1,1,197,0.5,0,0,0
"198",50,4,2,1,198,0.5,0,1,0
"199",50,4,3,1,199,0.5,0,2,1
"200",50,4,4,1,200,0.55,1,2,0
"201",51,4,1,1,201,0.5,0,0,0
"202",51,4,2,1,202,0.5,0,1,1
"203",51,4,3,1,203,0.55,1,1,0
"204",51,4,4,1,204,0.55,1,2,1
"205",52,4,1,1,205,0.5,0,0,1
"206",52,4,2,1,206,0.55,1,0,1
"207",52,4,3,1,207,0.6,2,0,1
"208",52,4,4,1,208,0.65,3,0,0
"209",53,4,1,1,209,0.5,0,0,0
"210",53,4,2,1,210,0.5,0,1,1
"211",53,4,3,1,211,0.55,1,1,1
"212",53,4,4,1,212,0.6,2,1,1
"213",54,4,1,1,213,0.5,0,0,0
"214",54,4,2,1,214,0.5,0,1,0
"215",54,4,3,1,215,0.5,0,2,1
"216",54,4,4,1,216,0.55,1,2,0
"217",55,4,1,1,217,0.5,0,0,1
"218",55,4,2,1,218,0.55,1,0,0
"219",55,4,3,1,219,0.55,1,1,1
"220",55,4,4,1,220,0.6,2,1,0
"221",1,5,1,1,221,0.5,0,0,0
"222",1,5,2,1,222,0.5,0,1,0
"223",1,5,3,1,223,0.5,0,2,0
"224",1,5,4,1,224,0.5,0,3,1
"225",1,5,5,1,225,0.55,1,3,0
"226",2,5,1,1,226,0.5,0,0,1
"227",2,5,2,1,227,0.55,1,0,0
"228",2,5,3,1,228,0.55,1,1,1
"229",2,5,4,1,229,0.6,2,1,1
"230",2,5,5,1,230,0.65,3,1,1
"231",3,5,1,1,231,0.5,0,0,0
"232",3,5,2,1,232,0.5,0,1,1
"233",3,5,3,1,233,0.55,1,1,1
"234",3,5,4,1,234,0.6,2,1,1
"235",3,5,5,1,235,0.65,3,1,1
"236",4,5,1,1,236,0.5,0,0,1
"237",4,5,2,1,237,0.55,1,0,1
"238",4,5,3,1,238,0.6,2,0,1
"239",4,5,4,1,239,0.65,3,0,1
"240",4,5,5,1,240,0.7,4,0,0
"241",5,5,1,1,241,0.5,0,0,0
"242",5,5,2,1,242,0.5,0,1,0
"243",5,5,3,1,243,0.5,0,2,1
"244",5,5,4,1,244,0.55,1,2,0
"245",5,5,5,1,245,0.55,1,3,0
"246",6,5,1,1,246,0.5,0,0,1
"247",6,5,2,1,247,0.55,1,0,1
"248",6,5,3,1,248,0.6,2,0,0
"249",6,5,4,1,249,0.6,2,1,0
"250",6,5,5,1,250,0.6,2,2,0
"251",7,5,1,1,251,0.5,0,0,0
"252",7,5,2,1,252,0.5,0,1,0
"253",7,5,3,1,253,0.5,0,2,0
"254",7,5,4,1,254,0.5,0,3,1
"255",7,5,5,1,255,0.55,1,3,1
"256",8,5,1,1,256,0.5,0,0,1
"257",8,5,2,1,257,0.55,1,0,0
"258",8,5,3,1,258,0.55,1,1,1
"259",8,5,4,1,259,0.6,2,1,1
"260",8,5,5,1,260,0.65,3,1,1
"261",9,5,1,1,261,0.5,0,0,0
"262",9,5,2,1,262,0.5,0,1,1
"263",9,5,3,1,263,0.55,1,1,1
"264",9,5,4,1,264,0.6,2,1,1
"265",9,5,5,1,265,0.65,3,1,1
"266",10,5,1,1,266,0.5,0,0,1
"267",10,5,2,1,267,0.55,1,0,0
"268",10,5,3,1,268,0.55,1,1,1
"269",10,5,4,1,269,0.6,2,1,1
"270",10,5,5,1,270,0.65,3,1,0
"271",11,5,1,1,271,0.5,0,0,0
"272",11,5,2,1,272,0.5,0,1,1
"273",11,5,3,1,273,0.55,1,1,1
"274",11,5,4,1,274,0.6,2,1,0
"275",11,5,5,1,275,0.6,2,2,0
"276",12,5,1,1,276,0.5,0,0,1
"277",12,5,2,1,277,0.55,1,0,1
"278",12,5,3,1,278,0.6,2,0,0
"279",12,5,4,1,279,0.6,2,1,0
"280",12,5,5,1,280,0.6,2,2,0
"281",13,5,1,1,281,0.5,0,0,0
"282",13,5,2,1,282,0.5,0,1,0
"283",13,5,3,1,283,0.5,0,2,1
"284",13,5,4,1,284,0.55,1,2,0
"285",13,5,5,1,285,0.55,1,3,1
"286",14,5,1,1,286,0.5,0,0,0
"287",14,5,2,1,287,0.5,0,1,1
"288",14,5,3,1,288,0.55,1,1,0
"289",14,5,4,1,289,0.55,1,2,1
"290",14,5,5,1,290,0.6,2,2,1
"291",15,5,1,1,291,0.5,0,0,0
"292",15,5,2,1,292,0.5,0,1,1
"293",15,5,3,1,293,0.55,1,1,0
"294",15,5,4,1,294,0.55,1,2,1
"295",15,5,5,1,295,0.6,2,2,1
"296",16,5,1,1,296,0.5,0,0,1
"297",16,5,2,1,297,0.55,1,0,1
"298",16,5,3,1,298,0.6,2,0,1
"299",16,5,4,1,299,0.65,3,0,1
"300",16,5,5,1,300,0.7,4,0,1
"301",17,5,1,1,301,0.5,0,0,0
"302",17,5,2,1,302,0.5,0,1,0
"303",17,5,3,1,303,0.5,0,2,0
"304",17,5,4,1,304,0.5,0,3,0
"305",17,5,5,1,305,0.5,0,4,1
"306",18,5,1,1,306,0.5,0,0,0
"307",18,5,2,1,307,0.5,0,1,1
"308",18,5,3,1,308,0.55,1,1,0
"309",18,5,4,1,309,0.55,1,2,0
"310",18,5,5,1,310,0.55,1,3,1
"311",19,5,1,1,311,0.5,0,0,0
"312",19,5,2,1,312,0.5,0,1,0
"313",19,5,3,1,313,0.5,0,2,0
"314",19,5,4,1,314,0.5,0,3,1
"315",19,5,5,1,315,0.55,1,3,1
"316",20,5,1,1,316,0.5,0,0,1
"317",20,5,2,1,317,0.55,1,0,0
"318",20,5,3,1,318,0.55,1,1,1
"319",20,5,4,1,319,0.6,2,1,0
"320",20,5,5,1,320,0.6,2,2,1
"321",21,5,1,1,321,0.5,0,0,1
"322",21,5,2,1,322,0.55,1,0,1
"323",21,5,3,1,323,0.6,2,0,1
"324",21,5,4,1,324,0.65,3,0,1
"325",21,5,5,1,325,0.7,4,0,0
"326",22,5,1,1,326,0.5,0,0,0
"327",22,5,2,1,327,0.5,0,1,0
"328",22,5,3,1,328,0.5,0,2,1
"329",22,5,4,1,329,0.55,1,2,1
"330",22,5,5,1,330,0.6,2,2,0
"331",23,5,1,1,331,0.5,0,0,0
"332",23,5,2,1,332,0.5,0,1,1
"333",23,5,3,1,333,0.55,1,1,0
"334",23,5,4,1,334,0.55,1,2,0
"335",23,5,5,1,335,0.55,1,3,0
"336",24,5,1,1,336,0.5,0,0,1
"337",24,5,2,1,337,0.55,1,0,1
"338",24,5,3,1,338,0.6,2,0,1
"339",24,5,4,1,339,0.65,3,0,1
"340",24,5,5,1,340,0.7,4,0,0
"341",25,5,1,1,341,0.5,0,0,1
"342",25,5,2,1,342,0.55,1,0,0
"343",25,5,3,1,343,0.55,1,1,0
"344",25,5,4,1,344,0.55,1,2,0
"345",25,5,5,1,345,0.55,1,3,1
"346",26,5,1,1,346,0.5,0,0,0
"347",26,5,2,1,347,0.5,0,1,1
"348",26,5,3,1,348,0.55,1,1,1
"349",26,5,4,1,349,0.6,2,1,0
"350",26,5,5,1,350,0.6,2,2,1
"351",27,5,1,1,351,0.5,0,0,1
"352",27,5,2,1,352,0.55,1,0,1
"353",27,5,3,1,353,0.6,2,0,0
"354",27,5,4,1,354,0.6,2,1,0
"355",27,5,5,1,355,0.6,2,2,1
"356",28,5,1,1,356,0.5,0,0,1
"357",28,5,2,1,357,0.55,1,0,1
"358",28,5,3,1,358,0.6,2,0,0
"359",28,5,4,1,359,0.6,2,1,1
"360",28,5,5,1,360,0.65,3,1,1
"361",29,5,1,1,361,0.5,0,0,1
"362",29,5,2,1,362,0.55,1,0,1
"363",29,5,3,1,363,0.6,2,0,1
"364",29,5,4,1,364,0.65,3,0,1
"365",29,5,5,1,365,0.7,4,0,1
"366",30,5,1,1,366,0.5,0,0,0
"367",30,5,2,1,367,0.5,0,1,0
"368",30,5,3,1,368,0.5,0,2,0
"369",30,5,4,1,369,0.5,0,3,0
"370",30,5,5,1,370,0.5,0,4,1
"371",31,5,1,1,371,0.5,0,0,1
"372",31,5,2,1,372,0.55,1,0,1
"373",31,5,3,1,373,0.6,2,0,0
"374",31,5,4,1,374,0.6,2,1,1
"375",31,5,5,1,375,0.65,3,1,0
"376",32,5,1,1,376,0.5,0,0,1
"377",32,5,2,1,377,0.55,1,0,1
"378",32,5,3,1,378,0.6,2,0,0
"379",32,5,4,1,379,0.6,2,1,0
"380",32,5,5,1,380,0.6,2,2,1
"381",33,5,1,1,381,0.5,0,0,0
"382",33,5,2,1,382,0.5,0,1,1
"383",33,5,3,1,383,0.55,1,1,1
"384",33,5,4,1,384,0.6,2,1,1
"385",33,5,5,1,385,0.65,3,1,1
"386",34,5,1,1,386,0.5,0,0,1
"387",34,5,2,1,387,0.55,1,0,0
"388",34,5,3,1,388,0.55,1,1,0
"389",34,5,4,1,389,0.55,1,2,0
"390",34,5,5,1,390,0.55,1,3,0
"391",35,5,1,1,391,0.5,0,0,0
"392",35,5,2,1,392,0.5,0,1,1
"393",35,5,3,1,393,0.55,1,1,0
"394",35,5,4,1,394,0.55,1,2,0
"395",35,5,5,1,395,0.55,1,3,1
"396",36,5,1,1,396,0.5,0,0,0
"397",36,5,2,1,397,0.5,0,1,1
"398",36,5,3,1,398,0.55,1,1,1
"399",36,5,4,1,399,0.6,2,1,1
"400",36,5,5,1,400,0.65,3,1,1
"401",37,5,1,1,401,0.5,0,0,0
"402",37,5,2,1,402,0.5,0,1,0
"403",37,5,3,1,403,0.5,0,2,1
"404",37,5,4,1,404,0.55,1,2,0
"405",37,5,5,1,405,0.55,1,3,1
"406",38,5,1,1,406,0.5,0,0,0
"407",38,5,2,1,407,0.5,0,1,1
"408",38,5,3,1,408,0.55,1,1,0
"409",38,5,4,1,409,0.55,1,2,1
"410",38,5,5,1,410,0.6,2,2,1
"411",39,5,1,1,411,0.5,0,0,1
"412",39,5,2,1,412,0.55,1,0,0
"413",39,5,3,1,413,0.55,1,1,1
"414",39,5,4,1,414,0.6,2,1,1
"415",39,5,5,1,415,0.65,3,1,0
"416",40,5,1,1,416,0.5,0,0,1
"417",40,5,2,1,417,0.55,1,0,1
"418",40,5,3,1,418,0.6,2,0,1
"419",40,5,4,1,419,0.65,3,0,0
"420",40,5,5,1,420,0.65,3,1,1
"421",41,5,1,1,421,0.5,0,0,0
"422",41,5,2,1,422,0.5,0,1,1
"423",41,5,3,1,423,0.55,1,1,0
"424",41,5,4,1,424,0.55,1,2,1
"425",41,5,5,1,425,0.6,2,2,1
"426",42,5,1,1,426,0.5,0,0,1
"427",42,5,2,1,427,0.55,1,0,1
"428",42,5,3,1,428,0.6,2,0,0
"429",42,5,4,1,429,0.6,2,1,0
"430",42,5,5,1,430,0.6,2,2,1
"431",43,5,1,1,431,0.5,0,0,1
"432",43,5,2,1,432,0.55,1,0,0
"433",43,5,3,1,433,0.55,1,1,1
"434",43,5,4,1,434,0.6,2,1,1
"435",43,5,5,1,435,0.65,3,1,0
"436",44,5,1,1,436,0.5,0,0,0
"437",44,5,2,1,437,0.5,0,1,0
"438",44,5,3,1,438,0.5,0,2,0
"439",44,5,4,1,439,0.5,0,3,0
"440",44,5,5,1,440,0.5,0,4,0
"441",45,5,1,1,441,0.5,0,0,1
"442",45,5,2,1,442,0.55,1,0,1
"443",45,5,3,1,443,0.6,2,0,1
"444",45,5,4,1,444,0.65,3,0,0
"445",45,5,5,1,445,0.65,3,1,1
"446",46,5,1,1,446,0.5,0,0,1
"447",46,5,2,1,447,0.55,1,0,1
"448",46,5,3,1,448,0.6,2,0,1
"449",46,5,4,1,449,0.65,3,0,1
"450",46,5,5,1,450,0.7,4,0,1
"451",47,5,1,1,451,0.5,0,0,0
"452",47,5,2,1,452,0.5,0,1,1
"453",47,5,3,1,453,0.55,1,1,1
"454",47,5,4,1,454,0.6,2,1,1
"455",47,5,5,1,455,0.65,3,1,1
"456",48,5,1,1,456,0.5,0,0,1
"457",48,5,2,1,457,0.55,1,0,0
"458",48,5,3,1,458,0.55,1,1,0
"459",48,5,4,1,459,0.55,1,2,0
"460",48,5,5,1,460,0.55,1,3,1
"461",49,5,1,1,461,0.5,0,0,1
"462",49,5,2,1,462,0.55,1,0,1
"463",49,5,3,1,463,0.6,2,0,0
"464",49,5,4,1,464,0.6,2,1,1
"465",49,5,5,1,465,0.65,3,1,1
"466",50,5,1,1,466,0.5,0,0,0
"467",50,5,2,1,467,0.5,0,1,1
"468",50,5,3,1,468,0.55,1,1,0
"469",50,5,4,1,469,0.55,1,2,1
"470",50,5,5,1,470,0.6,2,2,1
"471",51,5,1,1,471,0.5,0,0,0
"472",51,5,2,1,472,0.5,0,1,1
"473",51,5,3,1,473,0.55,1,1,0
"474",51,5,4,1,474,0.55,1,2,1
"475",51,5,5,1,475,0.6,2,2,1
"476",52,5,1,1,476,0.5,0,0,1
"477",52,5,2,1,477,0.55,1,0,1
"478",52,5,3,1,478,0.6,2,0,0
"479",52,5,4,1,479,0.6,2,1,1
"480",52,5,5,1,480,0.65,3,1,0
"481",53,5,1,1,481,0.5,0,0,0
"482",53,5,2,1,482,0.5,0,1,0
"483",53,5,3,1,483,0.5,0,2,1
"484",53,5,4,1,484,0.55,1,2,0
"485",53,5,5,1,485,0.55,1,3,1
"486",54,5,1,1,486,0.5,0,0,1
"487",54,5,2,1,487,0.55,1,0,0
"488",54,5,3,1,488,0.55,1,1,1
"489",54,5,4,1,489,0.6,2,1,1
"490",54,5,5,1,490,0.65,3,1,0
"491",55,5,1,1,491,0.5,0,0,1
"492",55,5,2,1,492,0.55,1,0,1
"493",55,5,3,1,493,0.6,2,0,1
"494",55,5,4,1,494,0.65,3,0,0
"495",55,5,5,1,495,0.65,3,1,1
"496",56,5,1,1,496,0.5,0,0,0
"497",56,5,2,1,497,0.5,0,1,1
"498",56,5,3,1,498,0.55,1,1,0
"499",56,5,4,1,499,0.55,1,2,1
"500",56,5,5,1,500,0.6,2,2,0
"501",57,5,1,1,501,0.5,0,0,1
"502",57,5,2,1,502,0.55,1,0,0
"503",57,5,3,1,503,0.55,1,1,1
"504",57,5,4,1,504,0.6,2,1,0
"505",57,5,5,1,505,0.6,2,2,0
"506",58,5,1,1,506,0.5,0,0,1
"507",58,5,2,1,507,0.55,1,0,1
"508",58,5,3,1,508,0.6,2,0,1
"509",58,5,4,1,509,0.65,3,0,1
"510",58,5,5,1,510,0.7,4,0,1
"511",59,5,1,1,511,0.5,0,0,0
"512",59,5,2,1,512,0.5,0,1,0
"513",59,5,3,1,513,0.5,0,2,0
"514",59,5,4,1,514,0.5,0,3,1
"515",59,5,5,1,515,0.55,1,3,1
"516",60,5,1,1,516,0.5,0,0,0
"517",60,5,2,1,517,0.5,0,1,1
"518",60,5,3,1,518,0.55,1,1,1
"519",60,5,4,1,519,0.6,2,1,1
"520",60,5,5,1,520,0.65,3,1,1
"521",61,5,1,1,521,0.5,0,0,1
"522",61,5,2,1,522,0.55,1,0,0
"523",61,5,3,1,523,0.55,1,1,0
"524",61,5,4,1,524,0.55,1,2,1
"525",61,5,5,1,525,0.6,2,2,1
"526",62,5,1,1,526,0.5,0,0,1
"527",62,5,2,1,527,0.55,1,0,1
"528",62,5,3,1,528,0.6,2,0,0
"529",62,5,4,1,529,0.6,2,1,1
"530",62,5,5,1,530,0.65,3,1,0
"531",63,5,1,1,531,0.5,0,0,1
"532",63,5,2,1,532,0.55,1,0,0
"533",63,5,3,1,533,0.55,1,1,1
"534",63,5,4,1,534,0.6,2,1,0
"535",63,5,5,1,535,0.6,2,2,0
"536",64,5,1,1,536,0.5,0,0,0
"537",64,5,2,1,537,0.5,0,1,1
"538",64,5,3,1,538,0.55,1,1,1
"539",64,5,4,1,539,0.6,2,1,1
"540",64,5,5,1,540,0.65,3,1,1
"541",65,5,1,1,541,0.5,0,0,0
"542",65,5,2,1,542,0.5,0,1,0
"543",65,5,3,1,543,0.5,0,2,0
"544",65,5,4,1,544,0.5,0,3,1
"545",65,5,5,1,545,0.55,1,3,1
"546",66,5,1,1,546,0.5,0,0,0
"547",66,5,2,1,547,0.5,0,1,1
"548",66,5,3,1,548,0.55,1,1,1
"549",66,5,4,1,549,0.6,2,1,1
"550",66,5,5,1,550,0.65,3,1,1
"551",67,5,1,1,551,0.5,0,0,1
"552",67,5,2,1,552,0.55,1,0,0
"553",67,5,3,1,553,0.55,1,1,1
"554",67,5,4,1,554,0.6,2,1,0
"555",67,5,5,1,555,0.6,2,2,1
"556",68,5,1,1,556,0.5,0,0,0
"557",68,5,2,1,557,0.5,0,1,0
"558",68,5,3,1,558,0.5,0,2,0
"559",68,5,4,1,559,0.5,0,3,1
"560",68,5,5,1,560,0.55,1,3,0
"561",69,5,1,1,561,0.5,0,0,0
"562",69,5,2,1,562,0.5,0,1,0
"563",69,5,3,1,563,0.5,0,2,1
"564",69,5,4,1,564,0.55,1,2,1
"565",69,5,5,1,565,0.6,2,2,1
"566",70,5,1,1,566,0.5,0,0,0
"567",70,5,2,1,567,0.5,0,1,1
"568",70,5,3,1,568,0.55,1,1,1
"569",70,5,4,1,569,0.6,2,1,1
"570",70,5,5,1,570,0.65,3,1,1
"571",71,5,1,1,571,0.5,0,0,1
"572",71,5,2,1,572,0.55,1,0,0
"573",71,5,3,1,573,0.55,1,1,0
"574",71,5,4,1,574,0.55,1,2,0
"575",71,5,5,1,575,0.55,1,3,0
"576",72,5,1,1,576,0.5,0,0,1
"577",72,5,2,1,577,0.55,1,0,1
"578",72,5,3,1,578,0.6,2,0,1
"579",72,5,4,1,579,0.65,3,0,1
"580",72,5,5,1,580,0.7,4,0,0
"581",73,5,1,1,581,0.5,0,0,1
"582",73,5,2,1,582,0.55,1,0,0
"583",73,5,3,1,583,0.55,1,1,0
"584",73,5,4,1,584,0.55,1,2,1
"585",73,5,5,1,585,0.6,2,2,1
"586",74,5,1,1,586,0.5,0,0,0
"587",74,5,2,1,587,0.5,0,1,0
"588",74,5,3,1,588,0.5,0,2,1
"589",74,5,4,1,589,0.55,1,2,0
"590",74,5,5,1,590,0.55,1,3,1
"591",75,5,1,1,591,0.5,0,0,0
"592",75,5,2,1,592,0.5,0,1,0
"593",75,5,3,1,593,0.5,0,2,0
"594",75,5,4,1,594,0.5,0,3,0
"595",75,5,5,1,595,0.5,0,4,1
"596",76,5,1,1,596,0.5,0,0,0
"597",76,5,2,1,597,0.5,0,1,0
"598",76,5,3,1,598,0.5,0,2,0
"599",76,5,4,1,599,0.5,0,3,1
"600",76,5,5,1,600,0.55,1,3,0
"601",77,5,1,1,601,0.5,0,0,0
"602",77,5,2,1,602,0.5,0,1,1
"603",77,5,3,1,603,0.55,1,1,0
"604",77,5,4,1,604,0.55,1,2,0
